bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
"Toilet,Bathroom Sink,Shower",Standard,"23.4 miles from Los Angeles, CA",TV,"Slide Out,Microwave,Range (Stove),Refrigerator,Kitchen Sink",25ft,"Stanton, CA",1978 Prism,,$249,"$1,645","Year - 2015,Manufacturer - Coachmen,Make - Prism,Class - Class B Camping Van,Sleeps - 6,Length - 25.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2015
"Shower,Toilet,Bathroom Sink",Standard,"23.4 miles from Los Angeles, CA","TV,CD Player,DVD Player,AM/FM Radio","Refrigerator,Slide Out,Kitchen Sink,Microwave,Range (Stove)",24ft,"Stanton, CA",1809 Tioga Diesel,,$269,"$1,785","Year - 2013,Class - Class B Camping Van,Sleeps - 5,Length - 24.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2013
"Shower,Bathroom Sink,Toilet",Standard,"34.1 miles from Los Angeles, CA","TV,CD Player,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Slide Out,Microwave,Range (Stove)",31.0ft,"Ontario, CA",C Class – 3 day minimum,,$211,,"Year - 2015,Manufacturer - Jayco,Make - Greyhawk,Model - (Unit 3062),Class - Class C Motor Home,Sleeps - 7,Length - 31.0 ft",7,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2015
"Shower,Toilet,Bathroom Sink",Standard,"27.9 miles from Los Angeles, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",35ft,"Pomona, CA",2013 Forest River Wildcat,"$1,999",$116,$639,"Year - 2013,Class - Fifth Wheel,Sleeps - 6,Length - 35.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2013
"Shower,Bathroom Sink,Toilet",Standard,"34.1 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Slide Out,Microwave,Range (Stove)",32.0ft,"Ontario, CA","Classy, Clean Class C RV",,$249,,"Year - 2014,Manufacturer - Forest River RV,Make - Sunseeker,Model - (Unit 3129),Class - Class C Motor Home,Sleeps - 8,Length - 32.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2014
"Shower,Bathroom Sink,Toilet",Standard,"37.4 miles from Los Angeles, CA","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",39.0ft,"Rancho Cucamonga, CA",Travel in Style. Diesel Pusher,"$5,500",$280,"$1,800","Year - 2007,Manufacturer - Fleetwood RV,Make - Providence,Model - 39R,Class - Class A Motor Home,Sleeps - 6,Total Number of Beds - 3,Slides - 3,Length - 39.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2007
"Shower,Toilet,Bathroom Sink",Standard,"99.6 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",27.0ft,"Anza, CA",Dino and Kim Vacation ready DELIVERY O...,"$3,150",$130,$780,"Year - 2020,Manufacturer - Forest River RV,Make - Wildwood,Model - 27BHSS,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 4,Number of Bunk Beds - 3,Slides - 1,Fresh water tank - 56.0 gal,Length - 27.0 ft,Height - 11.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Standard,"28.9 miles from Los Angeles, CA","DVD Player,AM/FM Radio,CD Player,TV","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Huntington Beach, CA",Family Cruise,"$6,750",$229,"$1,600","Year - 2017,Manufacturer - Coachmen RV,Make - Leprechaun,Model - 319MB Ford 450,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 1,Slides - 2,Fresh water tank - 50.0 gal,Length - 32.0 ft,Height - 10.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
,Standard,"37.2 miles from Los Angeles, CA",,,24ft,"Irvine, CA",,"$3,800",$149,$939,"Year - 2013,Manufacturer - Starcraft,Make - Autumn Ridge 235,Class - Travel Trailer,Sleeps - 4,Length - 24.0 ft",4,,Travel Trailer,2013
"Shower,Toilet,Bathroom Sink",Standard,"45.8 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",20.0ft,"Lancaster, CA",2018 Forest River R-Pod,"$2,907",$114,$718,"Year - 2018,Manufacturer - Forest River RV,Make - R Pod,Model - RP-176T,Class - Travel Trailer,Sleeps - 6,Number of Bunk Beds - 2,Slides - 1,Length - 20.0 ft,Height - 9.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Bathroom Sink,Toilet",Strict,"52.3 miles from Los Angeles, CA","CD Player,iPod Docking Station,TV,AM/FM Radio,DVD Player","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",34.0ft,"San Bernardino, CA",The Fleetwood Fiesta LX,"$5,500",$250,"$1,600","Year - 2008,Manufacturer - Fleetwood RV,Make - Fiesta Premium,Model - 34B,Class - Class A Motor Home,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 2,Fresh water tank - 85.0 gal,Length - 34.0 ft,Height - 12.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2008
"Shower,Bathroom Sink,Toilet",Standard,"34.1 miles from Los Angeles, CA","TV,CD Player,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",26.0ft,"Ontario, CA",2016 Pacific Coachworks Rage'n (Unit 319...,,$161,"$1,016","Year - 2016,Manufacturer - Pacific Coachworks,Make - Rage'n,Model - (unit 3195),Class - Toy Hauler,Sleeps - 6,Length - 26.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2016
"Shower,Toilet,Bathroom Sink",Standard,"34.1 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",32.0ft,"Ontario, CA",Toy Hauler - 3 Day Minimum,,$211,,"Year - 2016,Manufacturer - Eclipse,Make - Iconic,Model - (Unit 3182),Class - Toy Hauler,Sleeps - 8,Total Number of Beds - 4,Slides - 1,Fresh water tank - 150.0 gal,Length - 32.0 ft,Height - 12.5 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2016
"Shower,Toilet,Bathroom Sink",Standard,"34.1 miles from Los Angeles, CA","TV,CD Player,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Slide Out,Microwave,Range (Stove)",23.0ft,"Ontario, CA",Travel Trailer- 3 day minimum,,$174,,"Year - 2016,Manufacturer - Forest River RV,Make - Rockwood,Model - (unit 3134),Class - Travel Trailer,Sleeps - 5,Length - 23.0 ft",5,Roof Air Conditioning,Travel Trailer,2016
"Shower,Bathroom Sink,Toilet",Standard,"34.1 miles from Los Angeles, CA","TV,CD Player,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",21.0ft,"Ontario, CA",Small but Spacious Travel Trailer,,$161,,"Year - 2016,Manufacturer - Forest River RV,Make - Wildwood,Model - (unit 3131),Class - Travel Trailer,Sleeps - 4,Length - 21.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"78.1 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.75ft,"Temecula, CA",2017 Minnie Winnie 31K,"$4,500",$150,"$1,050","Year - 2017,Manufacturer - Winnebago,Make - Minnie Winnie,Model - 31K,Class - Class C Motor Home,Sleeps - 7,Total Number of Beds - 3,Slides - 1,Fresh water tank - 44.0 gal,Length - 32.8 ft,Height - 11.1 ft",7,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Shower,Toilet,Bathroom Sink",Standard,"84.2 miles from Los Angeles, CA","TV,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",31.0ft,"Vista, CA","Class A Vacay (Sleeps 6+, Easy to Drive!...","$5,850",$195,"$1,365","Year - 2018,Manufacturer - Thor Motor Coach,Make - Windsport,Model - 31Z,Class - Class A Motor Home,Sleeps - 7,Total Number of Beds - 4,Slides - 2,Fresh water tank - 50.0 gal,Length - 31.0 ft,Height - 12.0 ft",7,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2018
"Shower,Toilet,Bathroom Sink",Standard,"25.8 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",37ft,"Huntington Beach, CA",Damon Challenger,"$5,500",$250,"$1,375","Year - 2008,Manufacturer - Damon,Make - Challenger,Class - Class A Motor Home,Sleeps - 10,Fresh water tank - 72.0 gal,Length - 37.0 ft",10,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2008
"Shower,Bathroom Sink,Toilet",Flexible,"39.3 miles from Los Angeles, CA",,"Microwave,Range (Stove),Refrigerator,Kitchen Sink",22.5ft,"Irvine, CA",2020 Forest River RV Salem FSX 179DBK,"$2,830",$111,$699,"Year - 2020,Manufacturer - Forest River RV,Make - Salem FSX,Model - 179DBK,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 4,Number of Bunk Beds - 1,Length - 22.5 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Standard,"64.4 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",33.0ft,"Wildomar, CA",2015 Winnebago Trailer with bunk beds,,$150,,"Year - 2017,Manufacturer - Winnebago Industries Towables,Make - Ultralite,Model - 28DDBH,Class - Travel Trailer,Sleeps - 9,Slides - 2,Length - 33.0 ft,Height - 10.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Bathroom Sink,Toilet",Standard,"37.4 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",22.0ft,"Rancho Cucamonga, CA",23 foot keystone outback,,$110,,"Year - 2013,Manufacturer - Keystone RV,Make - Outback,Model - 210RS,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Length - 22.0 ft,Height - 10.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2013
"Shower,Toilet,Bathroom Sink",Standard,"29.4 miles from Los Angeles, CA","CD Player,TV,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",23ft,"Simi Valley, CA",Nitrous Hyperlite (SLEEPS 10!!!)(SUPER L...,,$115,$785,"Year - 2008,Manufacturer - Fleetwood Park,Make - Nitrous Hyperlite M-230FS,Class - Travel Trailer,Sleeps - 10,Fresh water tank - 100.0 gal,Length - 23.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2008
,Standard,"23.4 miles from Los Angeles, CA",,,28ft,"Stanton, CA",1988 Forester,,$215,"$1,405","Year - 2014,Manufacturer - Forest River,Make - Forester,Class - Class C Motor Home,Sleeps - 8,Length - 28.0 ft",8,,Class C Motor Home,2014
"Toilet,Bathroom Sink,Shower",Standard,"23.4 miles from Los Angeles, CA","AM/FM Radio,CD Player,DVD Player,TV","Slide Out,Microwave,Range (Stove),Refrigerator,Kitchen Sink",30ft,"Stanton, CA",1932 FR3,,$295,"$1,965","Year - 2014,Manufacturer - Forest River,Make - FR3,Class - Class A Motor Home,Sleeps - 7,Length - 30.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply,In Dash Air Conditioning",Class A Motor Home,2014
,Standard,"23.4 miles from Los Angeles, CA",,,35ft,"Stanton, CA",1929 Tiffin Allego,,$325,"$2,175","Year - 2014,Manufacturer - Tiffin,Make - Allego,Class - Class A Motor Home,Sleeps - 8,Length - 35.0 ft",8,,Class A Motor Home,2014
"Shower,Toilet,Bathroom Sink",Standard,"23.4 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",36ft,"Stanton, CA",1917 Georgetown,,$315,"$2,105","Year - 2014,Class - Class A Motor Home,Sleeps - 8,Length - 36.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2014
"Toilet,Bathroom Sink,Shower",Standard,"23.4 miles from Los Angeles, CA","CD Player,DVD Player,TV","Slide Out,Microwave,Range (Stove),Refrigerator,Kitchen Sink",30ft,"Stanton, CA",1849 Rockwood,,$169,"$1,085","Year - 2014,Manufacturer - Forest River,Make - Rockwood,Class - Travel Trailer,Sleeps - 10,Length - 30.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2014
"Toilet,Bathroom Sink",Standard,"23.4 miles from Los Angeles, CA","TV,CD Player,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Slide Out,Microwave,Range (Stove)",17ft,"Stanton, CA",1922 Tango,,$145,$915,"Year - 2012,Manufacturer - Pacifc-Coachworks,Make - Tango,Class - Travel Trailer,Sleeps - 4,Length - 17.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2012
"Shower,Bathroom Sink,Toilet",Standard,"23.4 miles from Los Angeles, CA",TV,"Slide Out,Microwave,Refrigerator,Range (Stove),Kitchen Sink",32ft,"Stanton, CA",1961 Hurricane,,$259,"$1,715","Year - 2012,Manufacturer - Thor,Make - Hurricane,Class - Class A Motor Home,Sleeps - 8,Length - 32.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2012
,Standard,"23.4 miles from Los Angeles, CA",,,23ft,"Stanton, CA",1950 Majestic,,$159,"$1,015","Year - 2012,Manufacturer - Thor,Make - Majestic,Class - Class C Motor Home,Sleeps - 6,Length - 23.0 ft",6,,Class C Motor Home,2012
"Toilet,Shower,Bathroom Sink",Standard,"43.8 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",31.0ft,"Lake Forest, CA",Family Friendly Rig,,$150,"$1,000","Year - 2013,Manufacturer - Thor Motor Coach,Make - Chateau,Model - 31F,Class - Class C Motor Home,Sleeps - 6,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 2,Fresh water tank - 40.0 gal,Length - 31.0 ft,Height - 10.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2013
,Standard,"34.1 miles from Los Angeles, CA",,,35.0ft,"Ontario, CA",Class A Gas – 3 Day Minimum,,$361,,"Year - 2014,Manufacturer - Thor Motor Coach,Make - Windsport,Model - (Unit 3137),Class - Class C Motor Home,Sleeps - 6,Length - 35.0 ft",6,,Class C Motor Home,2014
"Shower,Toilet",Standard,"30.8 miles from Los Angeles, CA","TV,DVD Player",Refrigerator,24ft,"Santa Ana, CA",2011 Winnebago Era,"$3,100",$159,"$1,000","Year - 2011,Manufacturer - winnebago,Make - era,Class - Class A Motor Home,Sleeps - 4,Length - 24.0 ft",4,Roof Air Conditioning,Class A Motor Home,2011
"Bathroom Sink,Shower,Toilet",Standard,"60.1 miles from Los Angeles, CA","TV,AM/FM Radio","Range (Stove),Microwave,Slide Out,Refrigerator,Kitchen Sink",27.0ft,"Perris, CA",Forest River travel trailer,"$2,500",$125,$700,"Year - 2020,Manufacturer - Forest River RV,Make - Salem,Model - 27BHSS,Class - Travel Trailer,Sleeps - 6,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 50.0 gal,Length - 27.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Bathroom Sink,Toilet",Standard,"52.7 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",27.0ft,"Hesperia, CA",2019 Seabreeze Toy Hauler Kyote RV Renta...,"$5,150",$200,"$1,275","Year - 2019,Manufacturer - Pacific Coachworks,Make - Sea Breeze,Model - 26FSB,Class - Toy Hauler,Sleeps - 6,Number of Bunk Beds - 1,Fresh water tank - 100.0 gal,Length - 27.0 ft,Height - 12.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2019
"Bathroom Sink,Toilet,Shower",Standard,"85.6 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,iPod Docking Station","Range (Stove),Microwave,Kitchen Sink,Refrigerator,Slide Out",23.0ft,"Carlsbad, CA",2019 Grand Design Imagine XLS 19BWE,"$3,340",$126,$826,"Year - 2019,Manufacturer - Grand Design,Make - Imagine XLS,Model - 19BWE,Class - Travel Trailer,Sleeps - 6,Number of Bunk Beds - 2,Slides - 1,Length - 23.0 ft,Height - 125.0 ft",6,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2019
"Toilet,Shower,Bathroom Sink",Strict,"23.4 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",33ft,"Stanton, CA",33ft Palazzo Diesel,"$12,720",$424,"$2,968","Year - 2015,Manufacturer - Thor Motor Coach,Make - Palazzo,Class - Class A Motor Home,Sleeps - 8,Fresh water tank - 95.0 gal,Length - 33.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2015
"Shower,Bathroom Sink,Toilet",Standard,"34.1 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio","Kitchen Sink,Refrigerator,Slide Out,Microwave,Range (Stove)",34.0ft,"Ontario, CA",Class C Diesel - Dutchmen,,$286,,"Year - 2008,Manufacturer - Dutchmen RV,Make - Four Winds,Model - (unit 3192),Class - Class C Motor Home,Sleeps - 7,Length - 34.0 ft",7,"In Dash Air Conditioning,Hot & Cold Water Supply,Roof Air Conditioning",Class C Motor Home,2008
"Bathroom Sink,Toilet,Shower",Standard,"34.1 miles from Los Angeles, CA","TV,CD Player,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Slide Out,Microwave,Range (Stove)",29.0ft,"Ontario, CA",C Class – 3 Day Minimum,,$186,,"Year - 2007,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - (unit 3130),Class - Class C Motor Home,Sleeps - 5,Length - 29.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply,In Dash Air Conditioning",Class C Motor Home,2007
"Shower,Toilet,Bathroom Sink",Standard,"31.6 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",29.0ft,"Simi Valley, CA",2013 Jayco Whitehawk 26DSRB,"$2,400",$110,$595,"Year - 2013,Manufacturer - Jayco,Make - White Hawk,Model - 26DSRB,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Slides - 1,Length - 29.0 ft,Height - 10.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2013
"Bathroom Sink,Toilet,Shower",Standard,"32.2 miles from Los Angeles, CA","DVD Player,AM/FM Radio,CD Player,TV","Slide Out,Range (Stove),Microwave,Kitchen Sink,Refrigerator",32.0ft,"Santa Clarita, CA",2013 Jayco M-314 BDS,"$2,500",$149,$850,"Year - 2013,Manufacturer - Jayco,Make - Eagle,Model - 314BDS,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 6,Number of Bunk Beds - 3,Slides - 2,Fresh water tank - 40.0 gal,Length - 32.0 ft,Height - 11.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2013
"Shower,Toilet",Standard,"76.4 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio,CD Player,iPod Docking Station","Kitchen Sink,Refrigerator,Microwave,Range (Stove)",20.0ft,"Temecula, CA",2018 Forrest river Wolf pup,"$2,550",$100,$630,"Year - 2018,Manufacturer - Forest River RV,Make - Cherokee Wolf Pup,Model - 17RP,Class - Toy Hauler,Sleeps - 4,Total Number of Beds - 3,Number of Bunk Beds - 1,Fresh water tank - 30.0 gal,Length - 20.0 ft,Height - 10.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2018
"Shower,Toilet,Bathroom Sink",Standard,"20.9 miles from Los Angeles, CA","AM/FM Radio,CD Player","Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Los Angeles, CA",2015 Forest River RV wildwood Xlite,"$4,888",$300,"$1,200","Year - 2015,Manufacturer - Forest River RV,Make - wildwood,Model - Xlite,Class - Travel Trailer,Sleeps - 10,Length - 32.0 ft",10,Roof Air Conditioning,Travel Trailer,2015
"Shower,Toilet,Bathroom Sink",Standard,"33.2 miles from Los Angeles, CA","TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",33.0ft,"Costa Mesa, CA",2021 Highland Ridge RV Open Range OT27BH...,,$99,,"Year - 2021,Manufacturer - Highland Ridge RV,Make - Open Range Conventional,Model - OT27BHS,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 55.0 gal,Length - 33.0 ft,Height - 11.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2021
"Shower,Toilet,Bathroom Sink",Standard,"41.2 miles from Los Angeles, CA","TV,CD Player,iPod Docking Station,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",24.0ft,"Norco, CA",2019 Thor CHATEAU,"$4,463",$185,"$1,103","Year - 2019,Manufacturer - Thor Motor Coach,Make - Chateau,Model - 22E Chevy,Class - Class C Motor Home,Sleeps - 5,Total Number of Beds - 3,Number of Bunk Beds - 1,Length - 24.0 ft,Height - 11.0 ft",5,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2019
"Shower,Bathroom Sink,Toilet",Standard,"53.5 miles from Los Angeles, CA",AM/FM Radio,"Range (Stove),Microwave,Slide Out,Refrigerator,Kitchen Sink",28.0ft,"Oxnard, CA",Small Travel Trailer With Slide Out,"$3,800",$165,$960,"Year - 2019,Manufacturer - Forest River RV,Make - Salem Cruise Lite,Model - 241BHXL,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 4,Slides - 1,Fresh water tank - 56.0 gal,Length - 28.0 ft,Height - 10.0 ft",8,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Strict,"93.6 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",33ft,"Del Mar, CA",FORESTER • BEAUTIFUL FAMILY RV WITH BUNK...,,$289,,"Year - 2017,Manufacturer - Forest River,Make - Forester,Class - Class C Motor Home,Sleeps - 9,Fresh water tank - 44.0 gal,Length - 33.0 ft",9,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Bathroom Sink,Shower",Standard,"23.4 miles from Los Angeles, CA",TV,"Slide Out,Microwave,Range (Stove),Refrigerator",16ft,"Stanton, CA",2004 Clipper,,$135,$845,"Year - 2016,Manufacturer - Coachmen,Make - Clipper,Class - Travel Trailer,Sleeps - 6,Length - 16.0 ft",6,Roof Air Conditioning,Travel Trailer,2016
"Shower,Bathroom Sink,Toilet",Standard,"23.4 miles from Los Angeles, CA",TV,"Slide Out,Range (Stove),Kitchen Sink,Refrigerator,Microwave",21ft,"Stanton, CA",1924 Leprechaun,,$199,"$1,293","Year - 2013,Manufacturer - Coachmen,Make - Leprechaun,Class - Class C Motor Home,Sleeps - 6,Length - 21.0 ft",6,"In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2013
"Shower,Toilet,Bathroom Sink",Standard,"23.4 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",38ft,"Stanton, CA",1913 Outlaw,,$249,"$1,645","Year - 2013,Class - Class A Motor Home,Sleeps - 8,Length - 38.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2013
"Shower,Bathroom Sink,Toilet",Standard,"23.4 miles from Los Angeles, CA","TV,CD Player,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Slide Out,Microwave,Range (Stove)",36ft,"Stanton, CA",1907 Georgetown,,$339,"$2,275","Year - 2016,Class - Class A Motor Home,Sleeps - 8,Length - 36.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2016
"Shower,Toilet,Bathroom Sink",Standard,"23.4 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",30ft,", ",1906 Ace,,$279,"$1,853","Year - 2016,Class - Class A Motor Home,Sleeps - 6,Length - 30.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2016
"Shower,Toilet,Bathroom Sink",Standard,"23.4 miles from Los Angeles, CA","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",38ft,"Stanton, CA",1903 Berkshire,,$399,"$2,905","Year - 2016,Class - Class A Motor Home,Sleeps - 6,Length - 38.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2016
,Standard,"34.1 miles from Los Angeles, CA",,,31.0ft,"Ontario, CA",Marvelous 2018 Minnie Winnie,,$361,,"Year - 2017,Manufacturer - Winnebago,Make - Minnie Winnie,Model - (unit 3150),Class - Class C Motor Home,Sleeps - 8,Length - 31.0 ft",8,,Class C Motor Home,2017
"Shower,Toilet,Bathroom Sink",Standard,"34.1 miles from Los Angeles, CA","TV,CD Player,DVD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Range (Stove),Microwave",23.0ft,"Ontario, CA",Slick 2017 Sunseeker,,$224,,"Year - 2017,Manufacturer - Forest River RV,Make - Sunseeker,Model - (unit 3121),Class - Class C Motor Home,Sleeps - 5,Length - 23.0 ft",5,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2017
"Toilet,Shower,Bathroom Sink",Standard,"34.1 miles from Los Angeles, CA","CD Player,DVD Player,AM/FM Radio,TV","Range (Stove),Refrigerator,Kitchen Sink,Microwave",21.0ft,"Ontario, CA",Easy to Drive Freelander,,$186,,"Year - 2014,Manufacturer - Coachmen RV,Make - Freelander,Model - (unit 3026),Class - Class C Motor Home,Sleeps - 5,Length - 21.0 ft",5,"In Dash Air Conditioning,Hot & Cold Water Supply,Roof Air Conditioning",Class C Motor Home,2014
