bathroom,cancellation,distance,entertainment,kitchen,length,location,name,price_monthly,price_nightly,price_weekly,rv_details,sleeps,temperature_control,vehicle_type,year
"Toilet,Shower,Bathroom Sink",Strict,"22.1 miles from Dallas, TX","TV,DVD Player,AM/FM Radio,CD Player","Slide Out,Refrigerator,Microwave,Range (Stove),Kitchen Sink",32.0ft,"Rockwall, TX",Fourwinds 30D,,$325,,"Year - 2018,Manufacturer - Thor Motor Coach,Make - Four Winds,Model - 30D Bunkhouse,Class - Class C Motor Home,Sleeps - 7,Number of Bunk Beds - 3,Slides - 2,Length - 32.0 ft,Height - 10.0 ft",7,"In Dash Air Conditioning,Hot & Cold Water Supply,Roof Air Conditioning",Class C Motor Home,2018
"Shower,Bathroom Sink,Toilet",Strict,"22.1 miles from Dallas, TX","TV,DVD Player","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",32.0ft,"Rockwall, TX",Ameri-Lite 274QB,,$160,,"Year - 2020,Manufacturer - Gulf Stream RV,Make - Ameri-Lite,Model - 274QB,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 1,Number of Bunk Beds - 1,Slides - 2,Fresh water tank - 30.0 gal,Length - 32.0 ft",8,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Strict,"22.1 miles from Dallas, TX","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",36.0ft,"Rockwall, TX",2021 Thor Hurricane Unit G,,$450,,"Year - 2021,Manufacturer - Thor Motor Coach,Make - Hurricane,Model - 34J,Class - Class A Motor Home,Sleeps - 10,Total Number of Beds - 1,Number of Bunk Beds - 2,Slides - 1,Length - 36.0 ft",10,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2021
"Shower,Toilet,Bathroom Sink",Flexible,"30.9 miles from Dallas, TX","TV,CD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",19.0ft,"Princeton, TX",2007 Weekend Warrior FK1900,"$2,500",$99,$600,"Year - 2007,Manufacturer - Weekend Warrior,Make - Weekend Warrior Superlite,Model - SS1900-13+,Class - Toy Hauler,Sleeps - 5,Total Number of Beds - 3,Number of Bunk Beds - 2,Fresh water tank - 50.0 gal,Length - 19.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2007
"Shower,Toilet",Standard,"32.3 miles from Dallas, TX","TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",22.0ft,"Princeton, TX",SPIRIT,,$110,,"Year - 2018,Manufacturer - Forest River RV,Make - Salem Cruise Lite FSX,Model - 207BH,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 4,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 32.0 gal,Length - 22.0 ft,Height - 10.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Flexible,"34.3 miles from Dallas, TX","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",30.0ft,"Justin, TX",The Jayco Gypsy,"$2,700",$125,$725,"Year - 2017,Manufacturer - Jayco,Make - Jay Feather,Model - 25BH,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 3,Number of Bunk Beds - 2,Slides - 1,Length - 30.0 ft,Height - 10.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2017
"Shower,Toilet,Bathroom Sink",Strict,"22.1 miles from Dallas, TX","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",36ft,"Rockwall, TX",2021 Thor Motor Coach Hurricane 34J,,$450,,"Year - 2021,Manufacturer - Thor Motor Coach,Make - Hurricane,Model - 34J,Class - Class A Motor Home,Sleeps - 10,Total Number of Beds - 1,Number of Bunk Beds - 2,Slides - 1,Length - 36.0 ft",10,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2021
"Bathroom Sink,Toilet,Shower",Standard,"27.9 miles from Dallas, TX","CD Player,TV","Range (Stove),Microwave,Kitchen Sink,Refrigerator",30.0ft,"Little Elm, TX",2017 Wilwood Xlite,"$3,100",$125,$825,"Year - 2017,Manufacturer - Forest River RV,Make - Wildwood X-Lite,Model - 275JMXL,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 3,Fresh water tank - 5.0 gal,Length - 30.0 ft",8,Roof Air Conditioning,Travel Trailer,2017
,Standard,"18.2 miles from Dallas, TX",,,17ft,"Carrollton, TX",2007 Jayco 17ex,"$2,142",$84,$529,"Year - 2007,Manufacturer - Jayco,Make - 17ex,Class - Travel Trailer,Sleeps - 6,Length - 17.0 ft",6,,Travel Trailer,2007
"Toilet,Bathroom Sink,Shower",Flexible,"23.8 miles from Dallas, TX","CD Player,AM/FM Radio,TV","Microwave,Kitchen Sink,Refrigerator,Range (Stove)",29.0ft,"Wylie, TX",We can Delivery!!! Fully Equipped Mansio...,"$2,300",$89,$625,"Year - 2019,Manufacturer - Heartland,Make - Prowler Lynx,Model - 25 LX,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 2,Number of Bunk Beds - 2,Fresh water tank - 40.0 gal,Length - 29.0 ft,Height - 11.0 ft",8,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2019
"Shower,Bathroom Sink,Toilet",Standard,"76.7 miles from Dallas, TX","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",30.0ft,"Mineral Wells, TX",2020 Heartland Trail Runner 25 RL,"$2,250",$100,$600,"Year - 2020,Manufacturer - Heartland,Make - Trail Runner,Model - 25 RL,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 3,Slides - 1,Fresh water tank - 40.0 gal,Length - 30.0 ft,Height - 12.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Strict,"22.1 miles from Dallas, TX","TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Slide Out,Kitchen Sink",33.0ft,"Rockwall, TX",Ace,,$350,,"Year - 2019,Manufacturer - Thor Motor Coach,Make - ACE,Model - 32.1,Class - Class A Motor Home,Sleeps - 7,Number of Bunk Beds - 1,Slides - 2,Fresh water tank - 50.0 gal,Length - 33.0 ft,Height - 12.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2019
"Shower,Toilet,Bathroom Sink",Strict,"20.7 miles from Dallas, TX","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",36.0ft,"Arlington, TX",2019 Heartland RVs Prowler,"$1,599",$95,$600,"Year - 2019,Manufacturer - Heartland,Make - Prowler Lynx,Model - 32 LX,Class - Travel Trailer,Sleeps - 9,Number of Bunk Beds - 3,Slides - 2,Length - 36.0 ft,Height - 11.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"29.1 miles from Dallas, TX","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",33.0ft,"McKinney, TX","Amelia, a Family Friendly Class A Bunkho...",,$235,"$1,470","Year - 2011,Manufacturer - Winnebago,Make - Vista,Model - 32K,Class - Class A Motor Home,Sleeps - 8,Total Number of Beds - 5,Slides - 2,Fresh water tank - 75.0 gal,Length - 33.0 ft,Height - 12.0 ft",8,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2011
"Shower,Toilet,Bathroom Sink",Standard,"41.3 miles from Dallas, TX","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",24ft,"Farmersville, TX",Luxurious Camping Van,,$325,"$2,050","Year - 2015,Manufacturer - Leisure Travel Vans,Make - Serenity,Class - Class B Camping Van,Sleeps - 4,Fresh water tank - 25.0 gal,Length - 24.0 ft",4,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class B Camping Van,2015
"Shower,Toilet,Bathroom Sink",Standard,"40.0 miles from Dallas, TX","TV,AM/FM Radio,CD Player,DVD Player","Refrigerator,Kitchen Sink,Range (Stove),Microwave,Slide Out",35.9ft,"Cleburne, TX",2012 Puma Unleashed,"$3,200",$125,$800,"Year - 2012,Manufacturer - Forest River RV,Make - Wildcat,Model - 356QLB,Class - Toy Hauler,Sleeps - 10,Total Number of Beds - 3,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 100.0 gal,Length - 35.9 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2012
"Shower,Toilet,Bathroom Sink",Standard,"27.9 miles from Dallas, TX","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",43.0ft,"Keller, TX",2017 Sierra 379 FLOK with 2017 Ford F350,"$4,500",$225,"$1,200","Year - 2017,Manufacturer - Forest River RV,Make - Sierra,Model - 379FLOK,Class - Fifth Wheel,Sleeps - 6,Total Number of Beds - 1,Slides - 6,Fresh water tank - 50.0 gal,Length - 43.0 ft,Height - 13.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2017
"Shower,Bathroom Sink,Toilet",Standard,"25.9 miles from Dallas, TX","CD Player,TV,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",24.0ft,"Allen, TX",2020 Heartland North Trail 24 BHS,"$2,500",$119,$800,"Year - 2020,Manufacturer - Heartland,Make - North Trail,Model - 28BHS,Class - Travel Trailer,Sleeps - 5,Slides - 1,Length - 24.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Standard,"25.2 miles from Dallas, TX","TV,AM/FM Radio,iPod Docking Station","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",33.0ft,"Flower Mound, TX",2020 Cruiser MPG 2800QB,"$3,035",$109,$750,"Year - 2020,Manufacturer - Cruiser,Make - MPG,Model - 2800QB,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 3,Number of Bunk Beds - 4,Slides - 1,Fresh water tank - 40.0 gal,Length - 33.0 ft,Height - 11.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Bathroom Sink",Standard,"8.1 miles from Dallas, TX","DVD Player,iPod Docking Station","Refrigerator,Range (Stove),Microwave",10ft,"Dallas, TX",2005 Chinook premier 2100,"$3,800",$149,$939,"Year - 2005,Manufacturer - Chinook,Make - premier 2100,Class - Class B Camping Van,Sleeps - 3,Length - 10.0 ft",3,In Dash Air Conditioning,Class B Camping Van,2005
"Shower,Toilet",Strict,"39.0 miles from Dallas, TX","TV,DVD Player,CD Player,AM/FM Radio","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",20ft,"Joshua, TX",The Little Quality Coach,"$2,400",$99,$643,"Year - 2018,Manufacturer - Coachmen,Make - 20 BHS,Class - Travel Trailer,Sleeps - 5,Length - 20.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Strict,"36.5 miles from Dallas, TX","TV,iPod Docking Station,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",42.0ft,"Celina, TX",2020 Forest River Sandpiper (Delivery/Se...,"$3,780",$165,"$1,155","Year - 2020,Manufacturer - Forest River RV,Make - Sandpiper,Model - 372LOK,Class - Fifth Wheel,Sleeps - 8,Total Number of Beds - 5,Slides - 4,Length - 42.0 ft,Height - 14.5 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2020
"Bathroom Sink,Toilet,Shower",Standard,"62.8 miles from Dallas, TX","DVD Player,AM/FM Radio,CD Player,TV","Slide Out,Range (Stove),Microwave,Kitchen Sink,Refrigerator",28.0ft,"Gainesville, TX",Memory Maker,,$100,,"Year - 2016,Manufacturer - KZ,Make - Spree Connect,Model - C260RKS,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 1,Number of Bunk Beds - 2,Slides - 1,Length - 28.0 ft,Height - 10.0 ft",8,"Hot & Cold Water Supply,Roof Air Conditioning",Travel Trailer,2016
"Shower,Toilet,Bathroom Sink",Standard,"21.9 miles from Dallas, TX","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave",29.0ft,"Rockwall, TX",2020 – 29′ Bunk House Travel Trailer,"$2,430",$135,$810,"Year - 2020,Manufacturer - Gulf Stream RV,Make - Conquest,Model - 275FBG SE,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 5,Number of Bunk Beds - 2,Fresh water tank - 42.0 gal,Length - 29.0 ft,Height - 11.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Standard,"34.7 miles from Dallas, TX","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",29.0ft,"Fort Worth, TX",2018 Thor Chateau 28Z,"$4,000",$179,"$1,075","Year - 2018,Manufacturer - Thor Motor Coach,Make - Chateau,Model - 28Z,Class - Class C Motor Home,Sleeps - 6,Number of Bunk Beds - 1,Slides - 1,Fresh water tank - 50.0 gal,Length - 29.0 ft,Height - 10.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2018
"Shower,Toilet,Bathroom Sink",Strict,"22.1 miles from Dallas, TX","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",33.0ft,"Rockwall, TX",Spirit,,$150,"$1,050","Year - 2019,Manufacturer - Coachmen RV,Make - Spirit Ultra Lite,Model - 2963BH,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 1,Number of Bunk Beds - 2,Slides - 1,Length - 33.0 ft,Height - 11.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Bathroom Sink,Toilet",Standard,"58.0 miles from Dallas, TX","TV,DVD Player,AM/FM Radio,CD Player","Kitchen Sink,Refrigerator,Microwave,Range (Stove),Slide Out",39.0ft,"Weatherford, TX",2019 Heartland RVs T322,"$4,000",$154,"$1,000","Year - 2019,Manufacturer - Heartland,Make - Torque,Model - TQ T322,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 4,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 100.0 gal,Length - 39.0 ft,Height - 12.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"21.9 miles from Dallas, TX","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",32.0ft,"Rockwall, TX",Luxury camping,"$2,970",$175,"$1,050","Year - 2019,Manufacturer - Gulf Stream RV,Make - Conquest,Model - 276BHS,Class - Travel Trailer,Sleeps - 10,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 51.0 gal,Length - 32.0 ft,Height - 11.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"35.0 miles from Dallas, TX","CD Player,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",31.0ft,"Fort Worth, TX",The perfect family rv! Great for adults ...,,$95,$600,"Year - 2015,Manufacturer - Forest River RV,Make - Wildwood X-Lite,Model - 262BHXL,Class - Travel Trailer,Sleeps - 7,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 30.0 gal,Length - 31.0 ft,Height - 10.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2015
"Shower,Bathroom Sink,Toilet",Standard,"44.4 miles from Dallas, TX","CD Player,TV,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",34.0ft,"Pilot Point, TX",2018 Heartland Trail Runner 285ODK,"$2,780",$120,$687,"Year - 2018,Manufacturer - Heartland,Make - Trail Runner,Model - 285ODK,Class - Travel Trailer,Sleeps - 9,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 42.0 gal,Length - 34.0 ft,Height - 12.0 ft",9,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"27.6 miles from Dallas, TX","DVD Player,TV,CD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",29.0ft,"Fort Worth, TX",2016 Cruiser RV MPG 2400BH,"$2,990",$129,$833,"Year - 2016,Manufacturer - Cruiser,Make - MPG,Model - 2400BH,Class - Travel Trailer,Sleeps - 6,Slides - 1,Length - 29.0 ft,Height - 11.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Bathroom Sink,Toilet",Flexible,"34.1 miles from Dallas, TX","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",38.0ft,"Celina, TX",KID-APPROVED RV - Fleetwood RV Expeditio...,"$8,500",$345,"$2,250","Year - 2012,Manufacturer - Fleetwood RV,Make - Expedition,Model - 38B,Class - Class A Motor Home,Sleeps - 6,Total Number of Beds - 2,Number of Bunk Beds - 2,Slides - 2,Fresh water tank - 75.0 gal,Length - 38.0 ft,Height - 154.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2012
"Shower,Toilet,Bathroom Sink",Standard,"23.0 miles from Dallas, TX","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",42.0ft,"Combine, TX",2012 Heartland Cyclone HD 4014,"$3,953",$155,$977,"Year - 2012,Manufacturer - Heartland,Make - Cyclone,Model - 4014,Class - Fifth Wheel,Sleeps - 10,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 3,Fresh water tank - 110.0 gal,Length - 42.0 ft,Height - 13.0 ft",10,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2012
"Shower,Bathroom Sink,Toilet",Standard,"38.2 miles from Dallas, TX","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",31.0ft,"Denton, TX",Stormy's Adventure,"$4,463",$175,"$1,103","Year - 2013,Manufacturer - Fleetwood RV,Make - Storm,Model - 32BH,Class - Class A Motor Home,Sleeps - 6,Total Number of Beds - 6,Number of Bunk Beds - 2,Slides - 2,Length - 31.0 ft,Height - 12.0 ft",6,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class A Motor Home,2013
"Shower,Toilet,Bathroom Sink",Standard,"72.5 miles from Dallas, TX","DVD Player,AM/FM Radio,TV,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",32.0ft,"Ravenna, TX",2016 Kz Spree Connect,"$2,780",$109,$687,"Year - 2016,Manufacturer - KZ,Make - Spree Connect,Model - C290RLS,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Slides - 1,Fresh water tank - 40.0 gal,Length - 32.0 ft,Height - 11.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Bathroom Sink,Toilet",Standard,"20.6 miles from Dallas, TX","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",26.0ft,"Midlothian, TX",THE ASSET Toy Hauler! Let the fun begin!...,"$2,000",$95,$650,"Year - 2020,Manufacturer - Heartland,Make - Pioneeer,Model - R26,Class - Toy Hauler,Sleeps - 4,Total Number of Beds - 1,Fresh water tank - 40.0 gal,Length - 26.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Toy Hauler,2020
"Shower,Bathroom Sink,Toilet",Standard,"79.3 miles from Dallas, TX","TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",38.0ft,"Bluff Dale, TX","""Good Vibes"" 2018 Forest River RV Vibe 3...","$3,500",$115,$750,"Year - 2018,Manufacturer - Forest River RV,Make - Vibe,Model - 307BHS,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 2,Slides - 2,Fresh water tank - 46.0 gal,Length - 38.0 ft,Height - 11.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet",Strict,"32.3 miles from Dallas, TX","CD Player,TV,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink",21.0ft,"Princeton, TX",FAITH can help almost any vehicle have a...,,$110,$693,"Year - 2018,Manufacturer - Forest River RV,Make - Wildwood FSX,Model - 177BH,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 4,Number of Bunk Beds - 2,Fresh water tank - 32.0 gal,Length - 21.0 ft,Height - 10.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Strict,"22.1 miles from Dallas, TX","TV,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",28.0ft,"Rockwall, TX",2020 Airstream RV Flying Cloud 28RB,,$225,,"Year - 2020,Manufacturer - Airstream RV,Make - Flying Cloud,Model - 28RB,Class - Travel Trailer,Sleeps - 6,Length - 28.0 ft",6,"In Dash Air Conditioning,Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
"Shower,Toilet,Bathroom Sink",Flexible,"27.6 miles from Dallas, TX","CD Player,iPod Docking Station,TV,DVD Player,AM/FM Radio","Refrigerator,Microwave,Range (Stove),Kitchen Sink,Slide Out",40ft,"Fort Worth, TX",2017 Jayco Pinnacle,"$4,000",$199,"$1,330","Year - 2017,Manufacturer - Jayco,Make - Pinnacle,Model - 36RSQS,Class - Fifth Wheel,Sleeps - 4,Slides - 4,Length - 40.0 ft,Height - 13.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2017
"Shower,Toilet,Bathroom Sink",Standard,"27.6 miles from Dallas, TX","TV,CD Player,AM/FM Radio,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",42.0ft,"Fort Worth, TX",2019 Heartland Cyclone 3713,"$5,100",$250,"$1,680","Year - 2019,Manufacturer - Heartland,Make - Cyclone,Model - 3713,Class - Fifth Wheel,Sleeps - 8,Total Number of Beds - 1,Slides - 2,Length - 42.0 ft,Height - 13.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Fifth Wheel,2019
"Shower,Bathroom Sink,Toilet",Standard,"66.0 miles from Dallas, TX","TV,AM/FM Radio","Microwave,Range (Stove),Slide Out,Refrigerator,Kitchen Sink",27.0ft,"Glen Rose, TX",2021 Prime Time RV Tracer 24DBS,"$3,290",$129,$813,"Year - 2021,Manufacturer - Prime Time RV,Make - Tracer,Model - 245BHS,Class - Travel Trailer,Sleeps - 5,Total Number of Beds - 3,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 40.0 gal,Length - 27.0 ft",5,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2021
"Shower,Toilet,Bathroom Sink",Standard,"28.6 miles from Dallas, TX","TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",20.0ft,"McKinney, TX","Johnnie, Lightweight Travel Trailer Slee...","$1,800",$95,$560,"Year - 2016,Manufacturer - Forest River RV,Make - R Pod,Model - RP-176,Class - Travel Trailer,Sleeps - 4,Total Number of Beds - 3,Number of Bunk Beds - 2,Slides - 1,Fresh water tank - 36.0 gal,Length - 20.0 ft,Height - 9.0 ft",4,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2016
"Shower,Bathroom Sink,Toilet",Standard,"21.9 miles from Dallas, TX","CD Player,TV,DVD Player,AM/FM Radio","Microwave,Range (Stove),Refrigerator,Kitchen Sink",21.0ft,"Rockwall, TX",2019 – 20′ Bunk House Travel Trailer,"$1,782",$99,$594,"Year - 2019,Manufacturer - Gulf Stream RV,Make - Ameri-Lite Super Lite,Model - 198BH,Class - Travel Trailer,Sleeps - 6,Total Number of Beds - 4,Number of Bunk Beds - 2,Fresh water tank - 30.0 gal,Length - 21.0 ft,Height - 9.0 ft",6,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2019
"Toilet,Shower,Bathroom Sink",Strict,"22.1 miles from Dallas, TX","CD Player,TV,DVD Player,AM/FM Radio","Range (Stove),Refrigerator,Kitchen Sink,Microwave,Slide Out",32.0ft,"Rockwall, TX",Conquest 63111,,$325,,"Year - 2020,Manufacturer - Gulf Stream RV,Make - Conquest,Model - 63111,Class - Class C Motor Home,Sleeps - 10,Number of Bunk Beds - 2,Slides - 2,Length - 32.0 ft",10,"Roof Air Conditioning,In Dash Air Conditioning,Hot & Cold Water Supply",Class C Motor Home,2020
"Bathroom Sink,Toilet,Shower",Strict,"22.1 miles from Dallas, TX","TV,DVD Player,AM/FM Radio,CD Player","Range (Stove),Microwave,Slide Out,Refrigerator,Kitchen Sink",31.0ft,"Rockwall, TX",2019 Wildwood X-Lite 263BHXL,,$150,,"Year - 2019,Manufacturer - Forest River RV,Make - Wildwood X-Lite,Model - 263BHXL,Class - Travel Trailer,Sleeps - 8,Number of Bunk Beds - 2,Slides - 1,Length - 31.0 ft,Height - 130.0 ft",8,"Hot & Cold Water Supply,In Dash Air Conditioning,Roof Air Conditioning",Travel Trailer,2019
"Shower,Toilet,Bathroom Sink",Standard,"29.3 miles from Dallas, TX","TV,AM/FM Radio,CD Player,DVD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove),Slide Out",29.0ft,"Little Elm, TX",Family Adventure RV Rental,"$3,035",$119,$750,"Year - 2018,Manufacturer - Forest River RV,Make - Wildwood,Model - 26TBSS,Class - Travel Trailer,Sleeps - 7,Number of Bunk Beds - 3,Slides - 1,Length - 29.0 ft,Height - 11.0 ft",7,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2018
"Shower,Toilet,Bathroom Sink",Standard,"21.9 miles from Dallas, TX","TV,DVD Player,AM/FM Radio,CD Player","Refrigerator,Kitchen Sink,Microwave,Range (Stove)",27.0ft,"Rockwall, TX",2020 Gulf Stream RV Ameri-Lite 248BH,"$2,250",$125,$750,"Year - 2020,Manufacturer - Gulf Stream RV,Make - Ameri-Lite,Model - 248BH,Class - Travel Trailer,Sleeps - 8,Total Number of Beds - 5,Number of Bunk Beds - 2,Fresh water tank - 30.0 gal,Length - 27.0 ft,Height - 10.0 ft",8,"Roof Air Conditioning,Hot & Cold Water Supply",Travel Trailer,2020
